[20] train loss: 0.5492189675569534, lr: 9.994393622037023e-05
[5340] train loss: -0.2690925933420658, metric: 9.935556173324585, lr: 0.0007454289589077234
[5360] train loss: -0.14222917333245277, metric: 11.235160112380981, lr: 0.0007174497004598379
[5380] train loss: 0.303820613771677, metric: 10.67696237564087, lr: 0.00068860367173329
[5400] train loss: 0.6604115180671215, metric: 10.443361282348633, lr: 0.0006590057746507227
[5420] train loss: 1.299485333263874, metric: 11.815473556518555, lr: 0.0006287740543484688
[5440] train loss: 2.1960040107369423, metric: 11.932367324829102, lr: 0.000598029000684619
[5460] train loss: 0.37973952665925026, metric: 12.635185718536377, lr: 0.0005668931407853961
[5480] train loss: 0.19442177563905716, metric: 16.579026699066162, lr: 0.0005354906315915287
[5500] train loss: -0.1630815900862217, metric: 11.189017534255981, lr: 0.0005039466777816415
[5520] train loss: -0.20719311013817787, metric: 11.698081970214844, lr: 0.0004723869787994772
[5540] train loss: -0.16093019396066666, metric: 11.917930364608765, lr: 0.0004409373505041003
[5560] train loss: -0.20829902216792107, metric: 13.183931589126587, lr: 0.0004097231721971184
[5580] train loss: -0.21937991306185722, metric: 8.995836853981018, lr: 0.000378868862753734
[5600] train loss: 0.004994090646505356, metric: 11.323350667953491, lr: 0.00034849741496145725
[5620] train loss: -0.1514681689441204, metric: 8.529651880264282, lr: 0.0003187299007549882
[5640] train loss: 8.988857746124268, metric: 20.583049058914185, lr: 0.0002896849764510989
[5660] train loss: 1.4591364115476608, metric: 19.7822208404541, lr: 0.0002614784170873463
[5680] train loss: 2.0437466204166412, metric: 18.335304737091064, lr: 0.00023422270896844566
[5700] train loss: 2.557054404169321, metric: 15.711558818817139, lr: 0.00020802643848583102
[5720] train loss: 0.7698900736868382, metric: 15.478533267974854, lr: 0.00018299407383892685
[5740] train loss: 0.8581075556576252, metric: 17.039504289627075, lr: 0.00015922538295853883
[5760] train loss: 2.7792040035128593, metric: 17.276287317276, lr: 0.00013681512791663408
[5780] train loss: 3.582681145519018, metric: 19.21241283416748, lr: 0.00011585262109292671
[5800] train loss: 0.8103114552795887, metric: 13.667205810546875, lr: 9.999999747378752e-05
[5820] train loss: 0.29441332444548607, metric: 10.879538297653198, lr: 9.999999747378752e-05
[5840] train loss: 0.20952421054244041, metric: 12.89590072631836, lr: 9.999999747378752e-05
[5860] train loss: 3.6139138527214527, metric: 17.812623023986816, lr: 9.999999747378752e-05
[5880] train loss: 4.642605006694794, metric: 18.64431071281433, lr: 9.999999747378752e-05
[5900] train loss: 1.6415199525654316, metric: 14.993515491485596, lr: 9.999999747378752e-05
[5920] train loss: 1.2970282472670078, metric: 18.204989671707153, lr: 9.999999747378752e-05
[5940] train loss: 1.0411006286740303, metric: 14.571612119674683, lr: 9.999999747378752e-05
[5960] train loss: 1.9869318157434464, metric: 18.055328607559204, lr: 9.999999747378752e-05
[5980] train loss: 1.9041796699166298, metric: 15.52076244354248, lr: 9.999999747378752e-05
[6000] train loss: 1.5591134317219257, metric: 16.161277055740356, lr: 9.999999747378752e-05
[6020] train loss: 2.3928207606077194, metric: 16.184267044067383, lr: 0.0009994393913075328
[6040] train loss: 3.791626635938883, metric: 19.955246210098267, lr: 0.0009969500824809074
[6060] train loss: 1.6665701270103455, metric: 18.421817302703857, lr: 0.000992479850538075
[6080] train loss: 2.077689953148365, metric: 12.873189210891724, lr: 0.000986046390607953
[6100] train loss: 7.055587165057659, metric: 19.43441081047058, lr: 0.0009776754304766655
[6120] train loss: 1.173389758914709, metric: 17.40338921546936, lr: 0.0009674003813415766
[6140] train loss: 0.08044949173927307, metric: 14.506470203399658, lr: 0.0009552621049806476
[6160] train loss: 0.05915260687470436, metric: 13.69547414779663, lr: 0.0009413089719600976
[6180] train loss: -0.23947511240839958, metric: 9.059290647506714, lr: 0.0009255966870114207
[6200] train loss: -0.270262461155653, metric: 10.837581872940063, lr: 0.00090818788157776
[6220] train loss: -0.27141306921839714, metric: 9.83137321472168, lr: 0.0008891518809832633
[6240] train loss: -0.23513685911893845, metric: 9.534882307052612, lr: 0.0008685645880177617
[6260] train loss: -0.26325850188732147, metric: 8.65970516204834, lr: 0.0008465081336908042
[6280] train loss: -0.2342054434120655, metric: 8.363050699234009, lr: 0.0008230703533627093
[6300] train loss: -0.2361459657549858, metric: 9.181826114654541, lr: 0.0007983447285369039
[6320] train loss: -0.2059924229979515, metric: 8.870802283287048, lr: 0.0007724298629909754
[6340] train loss: -0.2574269622564316, metric: 9.028664827346802, lr: 0.0007454289589077234
[6360] train loss: -0.3424370586872101, metric: 8.394830107688904, lr: 0.0007174497004598379
[6380] train loss: -0.32721707224845886, metric: 8.46468997001648, lr: 0.00068860367173329
[6400] train loss: -0.28974027559161186, metric: 8.367419958114624, lr: 0.0006590057746507227
[6420] train loss: -0.1929139718413353, metric: 8.622705698013306, lr: 0.0006287740543484688
[6440] train loss: -0.10976142808794975, metric: 8.927379727363586, lr: 0.000598029000684619
[6460] train loss: -0.12034644559025764, metric: 10.196035623550415, lr: 0.0005668931407853961
[6480] train loss: 0.016778647899627686, metric: 11.465516805648804, lr: 0.0005354906315915287
[6500] train loss: -0.08588606864213943, metric: 10.428917407989502, lr: 0.0005039466777816415
[6520] train loss: 0.35379188135266304, metric: 9.970741510391235, lr: 0.0004723869787994772
[6540] train loss: 0.32458552718162537, metric: 8.63601279258728, lr: 0.0004409373505041003
[6560] train loss: -0.013573188334703445, metric: 9.839024305343628, lr: 0.0004097231721971184
[6580] train loss: 0.6084684655070305, metric: 11.980289578437805, lr: 0.000378868862753734
[6600] train loss: 0.450235515832901, metric: 11.520224332809448, lr: 0.00034849741496145725
[6620] train loss: 0.09353272616863251, metric: 10.645929336547852, lr: 0.0003187299007549882
[6640] train loss: 0.45567409694194794, metric: 9.128384828567505, lr: 0.0002896849764510989
[6660] train loss: 1.6683642715215683, metric: 18.699448823928833, lr: 0.0002614784170873463
[6680] train loss: 0.5718889348208904, metric: 15.824720621109009, lr: 0.00023422270896844566
[6700] train loss: 0.9904821440577507, metric: 13.87215542793274, lr: 0.00020802643848583102
[6720] train loss: 0.851725485175848, metric: 13.545981884002686, lr: 0.00018299407383892685
[6740] train loss: 1.5392338074743748, metric: 13.714936256408691, lr: 0.00015922538295853883
[6760] train loss: 1.993196502327919, metric: 17.562377214431763, lr: 0.00013681512791663408
[6780] train loss: 5.520028330385685, metric: 18.576489448547363, lr: 0.00011585262109292671
[6800] train loss: 0.9837352521717548, metric: 15.712399005889893, lr: 9.999999747378752e-05
[6820] train loss: 4.918518077582121, metric: 15.364071607589722, lr: 9.999999747378752e-05
[6840] train loss: 4.006997834891081, metric: 19.089967489242554, lr: 9.999999747378752e-05
[6860] train loss: 2.802851192653179, metric: 17.707985162734985, lr: 9.999999747378752e-05
[6880] train loss: 0.7103623002767563, metric: 14.830678701400757, lr: 9.999999747378752e-05
[6900] train loss: 0.752590712159872, metric: 14.53577709197998, lr: 9.999999747378752e-05
[6920] train loss: 2.7103537805378437, metric: 14.111411809921265, lr: 9.999999747378752e-05
[6940] train loss: 3.5232745856046677, metric: 15.1716628074646, lr: 9.999999747378752e-05
[6960] train loss: 4.289325222373009, metric: 14.702784538269043, lr: 9.999999747378752e-05
[6980] train loss: 2.3334232605993748, metric: 14.678497791290283, lr: 9.999999747378752e-05
[7000] train loss: 0.740303136408329, metric: 16.166749000549316, lr: 9.999999747378752e-05
[7020] train loss: 0.2712755389511585, metric: 13.944678783416748, lr: 0.0009994393913075328
[7040] train loss: -0.06934849172830582, metric: 10.272561311721802, lr: 0.0009969500824809074
[7060] train loss: -0.05149521678686142, metric: 9.87818956375122, lr: 0.000992479850538075
[7080] train loss: -0.2229108326137066, metric: 10.484642148017883, lr: 0.000986046390607953
[7100] train loss: -0.2836296893656254, metric: 9.126155138015747, lr: 0.0009776754304766655
[7120] train loss: -0.25597264990210533, metric: 9.362478733062744, lr: 0.0009674003813415766
[7140] train loss: -0.23690509796142578, metric: 10.237055540084839, lr: 0.0009552621049806476
[7160] train loss: -0.16294650733470917, metric: 9.25107741355896, lr: 0.0009413089719600976
[7180] train loss: 2.1659945249557495, metric: 18.395597457885742, lr: 0.0009255966870114207
[7200] train loss: 0.31626642867922783, metric: 12.001635074615479, lr: 0.00090818788157776
[7220] train loss: 0.0635855682194233, metric: 13.006062984466553, lr: 0.0008891518809832633
[7240] train loss: 0.4881012327969074, metric: 10.77686333656311, lr: 0.0008685645880177617
[7260] train loss: 0.5595224425196648, metric: 11.749575853347778, lr: 0.0008465081336908042
[7280] train loss: 0.38688424602150917, metric: 12.08001160621643, lr: 0.0008230703533627093
[7300] train loss: 2.0594555884599686, metric: 13.679046988487244, lr: 0.0007983447285369039
[7320] train loss: 3.9886325001716614, metric: 17.39562201499939, lr: 0.0007724298629909754
[7340] train loss: 0.8454339616000652, metric: 16.09784507751465, lr: 0.0007454289589077234
[7360] train loss: 0.9753122329711914, metric: 15.298914432525635, lr: 0.0007174497004598379
[7380] train loss: 0.8616189062595367, metric: 17.016212463378906, lr: 0.00068860367173329
[7400] train loss: 0.6387630440294743, metric: 14.997390270233154, lr: 0.0006590057746507227
[7420] train loss: 0.9716389179229736, metric: 16.787172079086304, lr: 0.0006287740543484688
[7440] train loss: 1.450122106820345, metric: 14.394318342208862, lr: 0.000598029000684619
[7460] train loss: 1.179329939186573, metric: 13.770718455314636, lr: 0.0005668931407853961
[7480] train loss: 0.9555062800645828, metric: 13.879168272018433, lr: 0.0005354906315915287
[7500] train loss: 6.673743091523647, metric: 22.810896396636963, lr: 0.0005039466777816415
[7520] train loss: 4.083551798015833, metric: 22.762075424194336, lr: 0.0004723869787994772
[7540] train loss: 1.132870338857174, metric: 20.31545066833496, lr: 0.0004409373505041003
[7560] train loss: 0.3755842074751854, metric: 13.229366302490234, lr: 0.0004097231721971184
[7580] train loss: 2.916282795369625, metric: 20.80635404586792, lr: 0.000378868862753734
[7600] train loss: 1.3351400196552277, metric: 16.85912275314331, lr: 0.00034849741496145725
[7620] train loss: 0.6493855603039265, metric: 14.068622827529907, lr: 0.0003187299007549882
[7640] train loss: 2.74701851606369, metric: 15.663294553756714, lr: 0.0002896849764510989
[7660] train loss: 4.755955461412668, metric: 18.083292484283447, lr: 0.0002614784170873463
[7680] train loss: 3.4163614250719547, metric: 17.75544786453247, lr: 0.00023422270896844566
[7700] train loss: 0.24152177944779396, metric: 16.50483274459839, lr: 0.00020802643848583102
[7720] train loss: 0.42174360901117325, metric: 17.044840097427368, lr: 0.00018299407383892685
[7740] train loss: 0.1923481598496437, metric: 16.26544189453125, lr: 0.00015922538295853883
[7760] train loss: -0.07717667520046234, metric: 14.389994621276855, lr: 0.00013681512791663408
[7780] train loss: -0.008574679493904114, metric: 14.063677549362183, lr: 0.00011585262109292671
[7800] train loss: -0.03343131020665169, metric: 14.394298315048218, lr: 9.999999747378752e-05
[7820] train loss: -0.1283055730164051, metric: 14.074870109558105, lr: 9.999999747378752e-05
[7840] train loss: -0.1114269271492958, metric: 14.733869791030884, lr: 9.999999747378752e-05
[7860] train loss: -0.0845486931502819, metric: 13.198984384536743, lr: 9.999999747378752e-05
[7880] train loss: -0.11680087447166443, metric: 14.788671493530273, lr: 9.999999747378752e-05
[7900] train loss: -0.16434244439005852, metric: 12.531470537185669, lr: 9.999999747378752e-05
[7920] train loss: -0.18115804716944695, metric: 12.720121383666992, lr: 9.999999747378752e-05
[7940] train loss: -0.11102728545665741, metric: 12.53600788116455, lr: 9.999999747378752e-05
[7960] train loss: -0.2005799449980259, metric: 12.392271995544434, lr: 9.999999747378752e-05
[7980] train loss: 2.084723349660635, metric: 14.119269132614136, lr: 9.999999747378752e-05
[8000] train loss: 5.61924334987998, metric: 18.71868371963501, lr: 9.999999747378752e-05
[8020] train loss: 2.156204305589199, metric: 16.379709243774414, lr: 0.0009994393913075328
[8040] train loss: 0.20075485855340958, metric: 17.080405950546265, lr: 0.0009969500824809074
[8060] train loss: 0.0604928582906723, metric: 11.593037843704224, lr: 0.000992479850538075
[8080] train loss: 0.27496233209967613, metric: 13.838261365890503, lr: 0.000986046390607953
[8100] train loss: 0.04044995456933975, metric: 14.017613172531128, lr: 0.0009776754304766655
[8120] train loss: -0.12239474803209305, metric: 12.557891368865967, lr: 0.0009674003813415766
[8140] train loss: -0.12943707406520844, metric: 10.675074815750122, lr: 0.0009552621049806476
[8160] train loss: -0.2591123953461647, metric: 10.620782852172852, lr: 0.0009413089719600976
[8180] train loss: -0.28911780565977097, metric: 11.064739227294922, lr: 0.0009255966870114207
[8200] train loss: 2.5940049439668655, metric: 19.858905792236328, lr: 0.00090818788157776
[8220] train loss: 0.4753202646970749, metric: 11.840850353240967, lr: 0.0008891518809832633
[8240] train loss: 0.23025508970022202, metric: 9.970450639724731, lr: 0.0008685645880177617
[8260] train loss: 0.3112620785832405, metric: 14.954090356826782, lr: 0.0008465081336908042
[8280] train loss: 3.9115487597882748, metric: 18.915252208709717, lr: 0.0008230703533627093
[8300] train loss: 4.565001390874386, metric: 16.25442397594452, lr: 0.0007983447285369039
[8320] train loss: 2.7697101272642612, metric: 15.171860337257385, lr: 0.0007724298629909754
[8340] train loss: 0.8483352363109589, metric: 14.537867784500122, lr: 0.0007454289589077234
[8360] train loss: 1.3882564790546894, metric: 16.8673095703125, lr: 0.0007174497004598379
[8380] train loss: 1.9238678067922592, metric: 16.17305636405945, lr: 0.00068860367173329
[8400] train loss: 0.36787455156445503, metric: 13.95251989364624, lr: 0.0006590057746507227
[8420] train loss: 0.6598547846078873, metric: 14.601250648498535, lr: 0.0006287740543484688
[8440] train loss: 1.0977821834385395, metric: 14.37243103981018, lr: 0.000598029000684619
[8460] train loss: 0.08005259931087494, metric: 11.648601293563843, lr: 0.0005668931407853961
[8480] train loss: 0.14235728979110718, metric: 11.565038084983826, lr: 0.0005354906315915287
[8500] train loss: 0.9083698019385338, metric: 17.0094176530838, lr: 0.0005039466777816415
[8520] train loss: 0.870591301470995, metric: 14.878274202346802, lr: 0.0004723869787994772
[8540] train loss: 4.33858485519886, metric: 17.78344416618347, lr: 0.0004409373505041003
[8560] train loss: 0.9567758999764919, metric: 14.463560819625854, lr: 0.0004097231721971184
[8580] train loss: 0.2889038696885109, metric: 18.61393928527832, lr: 0.000378868862753734
[8600] train loss: 0.9678352847695351, metric: 14.386022090911865, lr: 0.00034849741496145725
[8620] train loss: 3.420368518680334, metric: 15.89021611213684, lr: 0.0003187299007549882
[8640] train loss: 3.1242452301084995, metric: 15.24452519416809, lr: 0.0002896849764510989
[8660] train loss: 0.2137831412255764, metric: 13.579637050628662, lr: 0.0002614784170873463
[8680] train loss: 0.9337823837995529, metric: 14.54666543006897, lr: 0.00023422270896844566
[8700] train loss: 3.9733637794852257, metric: 17.72510862350464, lr: 0.00020802643848583102
[8720] train loss: 0.31656254827976227, metric: 16.79163694381714, lr: 0.00018299407383892685
[8740] train loss: -0.10741159692406654, metric: 14.32658052444458, lr: 0.00015922538295853883
[8760] train loss: -0.16918254643678665, metric: 12.160308718681335, lr: 0.00013681512791663408
[8780] train loss: -0.1447259709239006, metric: 13.52592396736145, lr: 0.00011585262109292671
[8800] train loss: -0.1610868163406849, metric: 11.378175258636475, lr: 9.999999747378752e-05
[8820] train loss: -0.16650593280792236, metric: 12.444825172424316, lr: 9.999999747378752e-05
[8840] train loss: -0.21684827841818333, metric: 11.57309627532959, lr: 9.999999747378752e-05
[8860] train loss: -0.2368801198899746, metric: 11.323729276657104, lr: 9.999999747378752e-05
[8880] train loss: -0.21634098514914513, metric: 11.74489140510559, lr: 9.999999747378752e-05
[8900] train loss: -0.22363494709134102, metric: 11.465067625045776, lr: 9.999999747378752e-05
[8920] train loss: -0.22013524547219276, metric: 10.918545722961426, lr: 9.999999747378752e-05
[8940] train loss: -0.2889050357043743, metric: 11.193744421005249, lr: 9.999999747378752e-05
[8960] train loss: -0.2894839756190777, metric: 11.59575366973877, lr: 9.999999747378752e-05
[8980] train loss: -0.2872714512050152, metric: 12.275256872177124, lr: 9.999999747378752e-05
[9000] train loss: -0.2896975055336952, metric: 11.923039674758911, lr: 9.999999747378752e-05
[9020] train loss: -0.26651210710406303, metric: 11.750488996505737, lr: 0.0009994393913075328
[9040] train loss: -0.3172011449933052, metric: 12.326702117919922, lr: 0.0009969500824809074
[9060] train loss: -0.32703010365366936, metric: 11.384740114212036, lr: 0.000992479850538075
[9080] train loss: -0.3053056597709656, metric: 8.05998182296753, lr: 0.000986046390607953
[9100] train loss: -0.3055310659110546, metric: 8.339519739151001, lr: 0.0009776754304766655
[9120] train loss: -0.3410072401165962, metric: 8.849549531936646, lr: 0.0009674003813415766
[9140] train loss: -0.34498483687639236, metric: 8.58562684059143, lr: 0.0009552621049806476
[9160] train loss: -0.3109413981437683, metric: 8.478152990341187, lr: 0.0009413089719600976
[9180] train loss: -0.3243388272821903, metric: 8.571618914604187, lr: 0.0009255966870114207
[9200] train loss: -0.2557170242071152, metric: 11.118557453155518, lr: 0.00090818788157776
[9220] train loss: 5.336939442902803, metric: 21.769915103912354, lr: 0.0008891518809832633
[9240] train loss: 0.8783347494900227, metric: 14.526015758514404, lr: 0.0008685645880177617
[9260] train loss: 1.54545309394598, metric: 14.834054231643677, lr: 0.0008465081336908042
[9280] train loss: 0.4842744916677475, metric: 14.11185073852539, lr: 0.0008230703533627093
[9300] train loss: 0.37027597054839134, metric: 12.138982057571411, lr: 0.0007983447285369039
[9320] train loss: 1.9245302081108093, metric: 13.640679836273193, lr: 0.0007724298629909754
[9340] train loss: 0.31138041242957115, metric: 10.969137907028198, lr: 0.0007454289589077234
[9360] train loss: 1.8108447045087814, metric: 14.48976445198059, lr: 0.0007174497004598379
[9380] train loss: 1.6235893964767456, metric: 16.18931770324707, lr: 0.00068860367173329
[9400] train loss: 2.062550749629736, metric: 15.837633848190308, lr: 0.0006590057746507227
[9420] train loss: 0.9686589352786541, metric: 13.685580968856812, lr: 0.0006287740543484688
[9440] train loss: 0.41925451904535294, metric: 10.383651733398438, lr: 0.000598029000684619
[9460] train loss: 1.5293380208313465, metric: 13.966008186340332, lr: 0.0005668931407853961
[9480] train loss: 0.7806665152311325, metric: 13.717402935028076, lr: 0.0005354906315915287
[9500] train loss: -0.0648278184235096, metric: 10.02130901813507, lr: 0.0005039466777816415
[9520] train loss: 0.015707358717918396, metric: 15.254427433013916, lr: 0.0004723869787994772
[9540] train loss: 0.08186480775475502, metric: 9.195828318595886, lr: 0.0004409373505041003
[9560] train loss: -0.22645394876599312, metric: 8.792656302452087, lr: 0.0004097231721971184
[9580] train loss: -0.20580046623945236, metric: 8.703377723693848, lr: 0.000378868862753734
[9600] train loss: -0.01069362461566925, metric: 11.586188197135925, lr: 0.00034849741496145725
[9620] train loss: 0.09406229481101036, metric: 9.56199049949646, lr: 0.0003187299007549882
[9640] train loss: 0.041444551199674606, metric: 9.23215627670288, lr: 0.0002896849764510989
[9660] train loss: 0.6218117661774158, metric: 10.486873269081116, lr: 0.0002614784170873463
[9680] train loss: 0.8835262209177017, metric: 19.943525314331055, lr: 0.00023422270896844566
[9700] train loss: 0.22105642780661583, metric: 15.479164361953735, lr: 0.00020802643848583102
[9720] train loss: 0.09586679935455322, metric: 11.332126498222351, lr: 0.00018299407383892685
[9740] train loss: 0.8667964823544025, metric: 15.72731876373291, lr: 0.00015922538295853883
[9760] train loss: 0.4948011599481106, metric: 14.360154151916504, lr: 0.00013681512791663408
[9780] train loss: 0.9282504208385944, metric: 14.286202907562256, lr: 0.00011585262109292671
[9800] train loss: 0.663453321903944, metric: 19.193986415863037, lr: 9.999999747378752e-05
[9820] train loss: 0.5144463367760181, metric: 15.124861240386963, lr: 9.999999747378752e-05
[9840] train loss: 1.5211806781589985, metric: 17.68804359436035, lr: 9.999999747378752e-05
[9860] train loss: 0.45746900886297226, metric: 16.119967460632324, lr: 9.999999747378752e-05
[9880] train loss: 0.05127119645476341, metric: 12.636217594146729, lr: 9.999999747378752e-05
[9900] train loss: 0.5916746631264687, metric: 13.806748390197754, lr: 9.999999747378752e-05
[9920] train loss: 0.2380187064409256, metric: 16.39983820915222, lr: 9.999999747378752e-05
[9940] train loss: 1.0946127958595753, metric: 14.2014319896698, lr: 9.999999747378752e-05
[9960] train loss: 0.6642276681959629, metric: 13.969334840774536, lr: 9.999999747378752e-05
[9980] train loss: 0.30606818199157715, metric: 15.676147222518921, lr: 9.999999747378752e-05
[10000] train loss: 0.2875627428293228, metric: 13.805779457092285, lr: 9.999999747378752e-05
[10020] train loss: 0.4074888192117214, metric: 12.657050848007202, lr: 0.0009994393913075328
[10040] train loss: 0.021784145385026932, metric: 11.96311616897583, lr: 0.0009969500824809074
[10060] train loss: 0.6064850129187107, metric: 12.525165557861328, lr: 0.000992479850538075
[10080] train loss: 0.7959394566714764, metric: 14.000588655471802, lr: 0.000986046390607953
[10100] train loss: 0.3533763214945793, metric: 12.539596796035767, lr: 0.0009776754304766655
[10120] train loss: 0.4119388908147812, metric: 14.937715768814087, lr: 0.0009674003813415766
[10140] train loss: 0.5349398665130138, metric: 14.695921421051025, lr: 0.0009552621049806476
[10160] train loss: 1.2240262925624847, metric: 21.708234548568726, lr: 0.0009413089719600976
[10180] train loss: 0.5959409736096859, metric: 13.978338718414307, lr: 0.0009255966870114207
[10200] train loss: 0.2174200378358364, metric: 14.379146099090576, lr: 0.00090818788157776
[10220] train loss: 0.1932596080005169, metric: 10.073991775512695, lr: 0.0008891518809832633
[10240] train loss: 0.20908285677433014, metric: 9.630040407180786, lr: 0.0008685645880177617
[10260] train loss: 0.06573857739567757, metric: 12.487059593200684, lr: 0.0008465081336908042
[10280] train loss: 0.03429107740521431, metric: 13.34244966506958, lr: 0.0008230703533627093
[10300] train loss: -0.12282660603523254, metric: 9.587415218353271, lr: 0.0007983447285369039
[10320] train loss: -0.12976877763867378, metric: 9.805992603302002, lr: 0.0007724298629909754
[10340] train loss: 0.4248567335307598, metric: 11.16906476020813, lr: 0.0007454289589077234
[10360] train loss: -0.2164362072944641, metric: 9.478387594223022, lr: 0.0007174497004598379
[10380] train loss: 0.3401433192193508, metric: 12.670068979263306, lr: 0.00068860367173329
[10400] train loss: -0.07853039726614952, metric: 9.396452069282532, lr: 0.0006590057746507227
[10420] train loss: 0.9655247591435909, metric: 12.99527907371521, lr: 0.0006287740543484688
[10440] train loss: 0.4609967526048422, metric: 12.245264887809753, lr: 0.000598029000684619
[10460] train loss: -0.09542189911007881, metric: 10.054159164428711, lr: 0.0005668931407853961
[10480] train loss: 0.13589805737137794, metric: 9.917534112930298, lr: 0.0005354906315915287
[10500] train loss: 0.14002947323024273, metric: 11.73438024520874, lr: 0.0005039466777816415
[10520] train loss: 0.009484026581048965, metric: 8.172552943229675, lr: 0.0004723869787994772
[10540] train loss: -0.13082879036664963, metric: 8.923964023590088, lr: 0.0004409373505041003
[10560] train loss: -0.05009244382381439, metric: 10.27469277381897, lr: 0.0004097231721971184
[10580] train loss: -0.17414328828454018, metric: 9.324055075645447, lr: 0.000378868862753734
[10600] train loss: 0.007735904306173325, metric: 9.374786019325256, lr: 0.00034849741496145725
[10620] train loss: 1.643701583147049, metric: 11.011775016784668, lr: 0.0003187299007549882
[10640] train loss: 1.8827534839510918, metric: 11.497694849967957, lr: 0.0002896849764510989
[10660] train loss: 0.3219890147447586, metric: 14.704981565475464, lr: 0.0002614784170873463
[10680] train loss: 0.3217445872724056, metric: 12.337407112121582, lr: 0.00023422270896844566
[10700] train loss: 0.6655229032039642, metric: 11.278091669082642, lr: 0.00020802643848583102
[10720] train loss: 0.3113972507417202, metric: 8.457584857940674, lr: 0.00018299407383892685
[10740] train loss: 0.8643779866397381, metric: 10.288092374801636, lr: 0.00015922538295853883
[10760] train loss: 2.4224659204483032, metric: 22.231147050857544, lr: 0.00013681512791663408
[10780] train loss: 1.158818706870079, metric: 15.816703081130981, lr: 0.00011585262109292671
[10800] train loss: 1.8851064518094063, metric: 15.649611473083496, lr: 9.999999747378752e-05
[10820] train loss: 1.9462642967700958, metric: 16.00433921813965, lr: 9.999999747378752e-05
[10840] train loss: 0.7134831547737122, metric: 12.088615655899048, lr: 9.999999747378752e-05
[10860] train loss: 1.2560817077755928, metric: 13.91880750656128, lr: 9.999999747378752e-05
[10880] train loss: 1.5822284817695618, metric: 17.387235164642334, lr: 9.999999747378752e-05
[10900] train loss: 1.4101043157279491, metric: 15.712638854980469, lr: 9.999999747378752e-05
[10920] train loss: 1.691742442548275, metric: 16.446383714675903, lr: 9.999999747378752e-05
[10940] train loss: 1.7852065041661263, metric: 15.314157962799072, lr: 9.999999747378752e-05
[10960] train loss: 0.8663206249475479, metric: 12.761568784713745, lr: 9.999999747378752e-05
[10980] train loss: 0.9446092061698437, metric: 14.484743595123291, lr: 9.999999747378752e-05
[11000] train loss: 1.1199706457555294, metric: 16.203852891921997, lr: 9.999999747378752e-05
[11020] train loss: 0.15000196546316147, metric: 10.027073502540588, lr: 0.0009994393913075328
[11040] train loss: -0.14036020636558533, metric: 9.60322904586792, lr: 0.0009969500824809074
[11060] train loss: -0.13274365663528442, metric: 8.011820912361145, lr: 0.000992479850538075
[11080] train loss: -0.29502158239483833, metric: 8.91686475276947, lr: 0.000986046390607953
[11100] train loss: -0.1648705080151558, metric: 9.326176166534424, lr: 0.0009776754304766655
[11120] train loss: -0.1284070499241352, metric: 9.72952139377594, lr: 0.0009674003813415766
[11140] train loss: 0.037741683423519135, metric: 10.0896315574646, lr: 0.0009552621049806476
[11160] train loss: -0.1701047234237194, metric: 10.022172689437866, lr: 0.0009413089719600976
[11180] train loss: -0.1410549394786358, metric: 8.067066431045532, lr: 0.0009255966870114207
[11200] train loss: -0.2434690296649933, metric: 7.699948668479919, lr: 0.00090818788157776
[11220] train loss: -0.1982591152191162, metric: 8.398985624313354, lr: 0.0008891518809832633
[11240] train loss: -0.18455176427960396, metric: 8.00264310836792, lr: 0.0008685645880177617
[11260] train loss: -0.0438077449798584, metric: 9.84973692893982, lr: 0.0008465081336908042
[11280] train loss: 1.2390007451176643, metric: 18.35088014602661, lr: 0.0008230703533627093
[11300] train loss: -0.04217090457677841, metric: 12.98704743385315, lr: 0.0007983447285369039
[11320] train loss: 0.1904863715171814, metric: 11.546756505966187, lr: 0.0007724298629909754
[11340] train loss: 0.04695664718747139, metric: 10.65273380279541, lr: 0.0007454289589077234
[11360] train loss: -0.2165914922952652, metric: 9.076701998710632, lr: 0.0007174497004598379
[11380] train loss: -0.16135374084115028, metric: 9.073274493217468, lr: 0.00068860367173329
[11400] train loss: 0.28960277885198593, metric: 9.331162691116333, lr: 0.0006590057746507227
[11420] train loss: 0.1683109626173973, metric: 9.16041111946106, lr: 0.0006287740543484688
[11440] train loss: 0.40936511382460594, metric: 10.834529757499695, lr: 0.000598029000684619
[11460] train loss: 0.4676979258656502, metric: 9.610283374786377, lr: 0.0005668931407853961
[11480] train loss: 0.6275378353893757, metric: 11.867090463638306, lr: 0.0005354906315915287
[11500] train loss: -0.034707922488451004, metric: 11.79926347732544, lr: 0.0005039466777816415
[11520] train loss: -0.013554845005273819, metric: 12.595841646194458, lr: 0.0004723869787994772
[11540] train loss: -0.14439958706498146, metric: 12.592497825622559, lr: 0.0004409373505041003
[11560] train loss: -0.15792293101549149, metric: 11.184484481811523, lr: 0.0004097231721971184
[11580] train loss: -0.2424333393573761, metric: 8.034752130508423, lr: 0.000378868862753734
[11600] train loss: -0.15869305282831192, metric: 8.814674377441406, lr: 0.00034849741496145725
[11620] train loss: 1.206262931227684, metric: 12.30063283443451, lr: 0.0003187299007549882
[11640] train loss: 3.8359118960797787, metric: 16.559051990509033, lr: 0.0002896849764510989
[11660] train loss: 0.6403771676123142, metric: 12.623427629470825, lr: 0.0002614784170873463
